"year","source","paper_id","discipline","title_data","type","author1_data"
"            1998","          SPE ","          51083-MS ","geology","Prediction of Frictional Drag and Transmission of Slack-off Force in Horizontal Wells Using Neural Networks","          Conference Paper","Sadiq, Tanvir, Kuwait University"
"            2014","          ISRM ","          YSS-2014-045 ","petrophysics","Neural Network Application in the Optimization of Soft Rock Supporting","          Conference Paper","Chen, H., University of Science and Technology Beijing"
"            1996","          SPE ","          31103-MS ","stimulation","Prediction of Formation Damage During Fluid Injection into Fractured, Low Permeability Reservoirs via Neural Networks","          Conference Paper","Nikravesh, M., Lawrence Berkeley National Laboratory"
"            2004","          SPE ","          88476-MS ","reservoir","Reservoir Porosity and Permeability Estimation from Well Logs using Fuzzy Logic and Neural Networks","          Conference Paper","Lim, Jong-Se, Korea Maritime Univ."
"            2015","          SEG ","          2015-5720421 ","surface","Stable Nonlinear Predictive Operator Based on Neural Network, Genetic Algorithm and Controlled Gradient Method","          Conference Paper","Kobrunov, Alexander, Ukhta State Technical University"
"            2015","          SPE ","          175850-MS ","reservoir","Automatic Reservoir Model Identification using Artificial Neural Networks in Pressure Transient Analysis","          Conference Paper","AlMaraghi, Ahmad M., Qarun Petroleum Co."
"            1995","          ISRM ","          8CONGRESS-1995-188 ","petrophysics","On The Investigation Of A Multilayer Feedforward Neural Network Model Of Rock Deformability Behaviour","          Conference Paper","Millar, Dean L., Department of Mineral Resources Engineering, Imperial College of Science, Technology and Medicine, London"
"            1994","          ISOPE ","          I-94-143 ","drilling","Dynamic Control of ROVs Making Use of the Neural Network Concept","          Conference Paper","Ooi, Tadashi, Ishikawajima-Harima Heavy Industries Co., Ltd."
"            2014","          ISRM ","          YSS-2014-048 ","drilling","Based on Improved BP Neural Network Study on Meso-Mechanical Properties of Limestone","          Conference Paper","Li, B. L., JCHX Mining Management Co. Ltd."
"            2017","          SPE ","          185678-MS ","digital|wireless|AVO|pattern|Quantization","A Neural Network Approach for Modeling Water Distribution System","          Conference Paper","Popa, Andrei S., Chevron Corporations"
"            1994","          PETSOC ","          94-52 ","reservoir","Direct Identification of Hydrocarbon From Well Logs: A Neural Network Interpretation Approach","          Conference Paper","Zhou, Cheng-Dang, Jianghan Petroleum Institute"
"            2003","          SPE ","          84453-MS ","stimulation","Employing Neural Networks to Integrate Seismic and Other Data for the Prediction of Fracture Intensity","          Conference Paper","Boerner, Sean, Veritas Exploration Services"
"            1995","          ARMA ","          95-0593 ","geology","Fuzzy neural network for chain pillar design in longwall coal mining","          Conference Paper","Zhang, Yuzhuo, Southern Illinois University at Carbondale"
"            2008","          ISRM ","          ARMS5-2008-026 ","petrophysics","Determination Of The Failure Mode In Rock Bridge Using Neural Network Tools","          Conference Paper","Ghazvinian, A.H., Academic Member, Rock Mechanics Division)"
"            1996","          SPE ","          36266-MS ","reservoir","Determination of Horizontal Permeability Through a Probability Neural Network Approach","          Conference Paper","Soares, L., Partex-CPS"
"            2001","          SPE ","          69466-MS ","surface","Gas Oil Color (ASTM) Inference with Neural Network in an Oil Refinery Distillation Column","          Conference Paper","Villamil, C., UNS DIE"
"            2002","          SPE ","          78715-MS ","reservoir","Characterization of Partially Sealing Faults from Pressure Transient Data: An Artificial Neural Network Approach","          Conference Paper","Aydinoglu, G., Penn State U."
"            1998","          OTC ","          8726-MS ","geophysics","An Iterative Inversion Of Seismic Data Constrained By Wells Using Artificial Neural Networks","          Conference Paper","Liu, Z.L., Chengdu Inst. of Tech"
"            2000","          ISRM ","          IS-2000-056 ","reservoir","Stability Evaluation For Excavated Slope Using Finite Element-Neural Network Hybrid Algorithms","          Conference Paper","Wu, Hong-Ci, Guizhou Univ. of Tech"
"            1998","          ISOPE ","          I-98-300 ","other","A New Approach to Calculate Stress Concentration Factors: Artificial Neural Networks","          Conference Paper","Cardoso, Ademar A., University of Sao Paulo"
"            2010","          ISRM ","          ARMS6-2010-040 ","petrophysics","Prediction Of Stress-Strain Response Of Jointed Rocks Using Artificial Neural Networks","          Conference Paper","Latha, Gali Madhavi, Indian Institute of Science"
"            2016","          SEG ","          2016-13821909 ","reservoir","Identifying unconventional potential using seismic inversion and neural networks: An Eagle Ford Shale study","          Conference Paper","Refunjol, Xavier, University of Houston and Swift Energy"
"            2001","          SPE ","          69501-MS ","reservoir","Artificial Neural Networks Applied To The Operation Of A Fluid Catalytic Cracking (FCC) Unit","          Conference Paper","Perez, Jose R., PDVSA Intevep"
"            2016","          SPE ","          180359-MS ","reservoir","A New Approach to Reservoir Characterization Using Deep Learning Neural Networks","          Conference Paper","Korjani, M., University of Southern California"
"            2005","          SPE ","          98828-MS ","reservoir","Permeability Prediction Using Genetic Unit Averages of Flow Zone Indicators (FZIs) and Neural Networks","          Conference Paper","Uguru, C.I., Shell Petroleum Development Co. of Nigeria Ltd."
"            2013","          IPTC ","          16959-MS ","reservoir","Integrating Digital Image Processing and Artificial Neural Network for Estimating Porosity from Thin Section","          Conference Paper","Wardaya, Pongga Dikdya, University Technology PETRONAS"
"            1995","          SPE ","          30974-MS ","reservoir","Development of HT- BP Neural Network System for the Identification of Well Test Interpretation Model","          Conference Paper","Sung, W., Hanyang U."
"            2014","          ISRM ","          YSS-2014-050 ","petrophysics","Back Analysis of Rock Parameters Based on Neural Network and FLAC","          Conference Paper","Li, C. H., State Key Laboratory of Ministry of Education for High-Efficiency and Safety of Metal Mines, Beijing"
"            2013","          SPE ","          169597-MS ","production","Application of Neural Network for Two-Phase Flow through Chokes","          Conference Paper","Al-Khalifa, Mohammed A., Saudi Aramco"
"            1998","          SPE ","          46206-MS ","drilling","Neural Network Knowledge-Based Modeling of Rock Properties Based on Well Log Databases","          Conference Paper","Nikravesh, Masoud, Lawrence Berkeley National Laboratory"
"            2002","          SEG ","          2002-0938 ","geophysics","Elastic And Acoustic Inversions, Discriminant Function And Neural Networks For Gas-sand Detection","          Conference Paper","García, Henry A., Simón Bolívar U."
"            2005","          SEG ","          2005-1449 ","reservoir","Time-lapse Seismic Attribute Interpretation of a Turbidite Analog Reservoir Model Using Neural Networks","          Conference Paper","Casey, Matthew S., Montana Tech"
"            2001","          SEG ","          2001-0734 ","reservoir","Porosity From Artificial Neural Network Inversion For Bermejo Field, Ecuador","          Conference Paper","Sun, Qiang, University of Oklahoma"
"            2001","          ISOPE ","          I-01-326 ","digital|wireless|AVO|pattern|Quantization","Neural Network Approach to the Problem of Recovering Lost Data In a Network of Marine Buoys","          Conference Paper","Puca, S., University of Rome"
"            2010","          SPE ","          130095-MS ","production","Neural Networks in BHCP Prediction Performed Much Better Than Mechanistic Models","          Conference Paper","Ashena, Rahman, Petroleum U. of Tech Iran"
